2023/12/07 17:22:43 569829	INFO [auto_smokephone.cc->Load_config:325]	domain_config:  jiayouzhan
2023/12/07 17:22:44 308131	INFO [basePerson.cpp->mainfunc2:352]	BasePersonDetection:mainfunc2:work_clothe_yellow,0.744931,tid:-1  x, y, w,  h:907.354,184.295,59.2962,164.73, camID:0
2023/12/07 17:22:44 308138	INFO [basePerson.cpp->mainfunc2:352]	BasePersonDetection:mainfunc2:person,0.921352,tid:-1  x, y, w,  h:1162.14,159.13,60.3182,144.454, camID:0
2023/12/07 17:22:44 308142	INFO [basePerson.cpp->mainfunc2:352]	BasePersonDetection:mainfunc2:person,0.77727,tid:-1  x, y, w,  h:1500.88,197.477,65.2196,187.234, camID:0
2023/12/07 17:22:44 308146	INFO [basePerson.cpp->mainfunc2:352]	BasePersonDetection:mainfunc2:car,0.987656,tid:-1  x, y, w,  h:654.487,175.355,250.555,181.404, camID:0
2023/12/07 17:22:44 308149	INFO [basePerson.cpp->mainfunc2:352]	BasePersonDetection:mainfunc2:car,0.781614,tid:-1  x, y, w,  h:4.06129,86.3692,160.281,118.521, camID:0
2023/12/07 17:22:44 308153	INFO [basePerson.cpp->mainfunc2:352]	BasePersonDetection:mainfunc2:car,0.623624,tid:-1  x, y, w,  h:1.4345,158.811,105.173,151.535, camID:0
2023/12/07 17:22:44 308157	INFO [basePerson.cpp->mainfunc2:352]	BasePersonDetection:mainfunc2:truck,0.958681,tid:-1  x, y, w,  h:1248.08,15.5315,302.319,352.58, camID:0
2023/12/07 17:22:44 308160	INFO [basePerson.cpp->detect:749]	BasePersonDetection: objects cnt:7camID:0
2023/12/07 17:22:44 308172	INFO [basePerson.cpp->detect:761]	BasePersonDetection: objects size.7camID:0
2023/12/07 17:22:44 308174	INFO [basePerson.cpp->detect:762]	BasePersonDetection:exit detect()camID:0
2023/12/07 17:22:44 308177	INFO [auto_smokephone.cc->main:590]	basePersonResult Detection successful
2023/12/07 17:22:44 308181	INFO [SmokePhone_new.cpp->detect:358]	SmokePhoneDetection: entered.camID:0

2023/12/07 17:22:44 308192	INFO [object_detector.cc->Predict:469]	ObjectDetector::Predict enteredcamID:0
2023/12/07 17:22:44 308198	INFO [object_detector.cc->Predict:492]	ObjectDetector::Predict before Preprocesscontext size:1,camID:0
2023/12/07 17:22:44 326657	INFO [object_detector.cc->Predict:495]	ObjectDetector::Predict after Preprocesscontext size:1,camID:0
2023/12/07 17:22:44 326914	INFO [object_detector.cc->Predict:534]	ObjectDetector::Predict before cudaSetDevicecontext size:1,camID:0
2023/12/07 17:22:44 326920	INFO [object_detector.cc->Predict:537]	ObjectDetector::Predict after cudaSetDevicecontext size:1,camID:0
2023/12/07 17:22:44 326925	INFO [object_detector.cc->Predict:544]	ObjectDetector::Predict before assertcontext size:1,choiceIntVal:0,camID:0
2023/12/07 17:22:44 326927	INFO [object_detector.cc->Predict:548]	ObjectDetector::Predict before doInferencecamID:0
2023/12/07 17:22:44 327760	INFO [object_detector.cc->doInference:219]	inference: Wait lock...camID:0
2023/12/07 17:22:44 331213	INFO [object_detector.cc->doInference:232]	inference: Out lock...camID:0
2023/12/07 17:22:44 331329	INFO [object_detector.cc->Predict:553]	ObjectDetector::Predict after doInferencecamID:0
2023/12/07 17:22:44 333889	INFO [object_detector.cc->Predict:664]	ObjectDetector::Predict num of boxes after nms:0camID:0
2023/12/07 17:22:44 333908	INFO [object_detector.cc->ppyoloe_det_stuff:762]	SmokePhoneDetection:infer time:25ms,camID:0
2023/12/07 17:22:44 333916	INFO [object_detector.cc->ppyoloe_det_stuff:763]	SmokePhoneDetection:det_times:18.6785 bbox_num:0
2023/12/07 17:22:44 333918	INFO [object_detector.cc->ppyoloe_det_stuff:767]	SmokePhoneDetection:det_stuff no object.
2023/12/07 17:22:44 333920	INFO [object_detector.cc->ppyoloe_det_stuff:769]	SmokePhoneDetection:exit det_stuff() camID:0
2023/12/07 17:22:44 333928	INFO [SmokePhone_new.cpp->detect:476]	SmokePhoneDetection::detect:camID:0 person_det_resultsInside person = confidence:0.92135 at x:1162.14 y:159.13 w:60.32  h:144.45 tid:-1

2023/12/07 17:22:44 333932	INFO [SmokePhone_new.cpp->detect:476]	SmokePhoneDetection::detect:camID:0 person_det_resultsInside person = confidence:0.77727 at x:1500.88 y:197.48 w:65.22  h:187.23 tid:-1

2023/12/07 17:22:44 333935	INFO [SmokePhone_new.cpp->detect:492]	SmokePhoneDetection::detect:camID:0 person_det_resultsInside person = confidence:0.92135 at x:1162.14 y:159.13 w:60.32  h:144.45 tid:-1

2023/12/07 17:22:44 333939	INFO [SmokePhone_new.cpp->detect:492]	SmokePhoneDetection::detect:camID:0 person_det_resultsInside person = confidence:0.77727 at x:1500.88 y:197.48 w:65.22  h:187.23 tid:-1

2023/12/07 17:22:44 333941	INFO [SmokePhone_new.cpp->detect:1245]	SmokePhoneDetection:no objects for smokecamID:0
2023/12/07 17:22:44 333944	INFO [SmokePhone_new.cpp->detect:1260]	SmokePhoneDetection:exit detect()camID:0
2023/12/07 17:22:44 333947	INFO [auto_smokephone.cc->main:592]	SmokePhoneDetect sucessful
2023/12/07 17:22:44 333950	INFO [auto_smokephone.cc->main:603]	infer time:62ms

2023/12/07 17:22:44 333953	INFO [auto_smokephone.cc->main:605]	../images/2023100116541600002.jpg successfully
2023/12/07 17:22:44 336928	INFO [auto_smokephone.cc->main:578]	../images/2023101127152700823.jpg starting
2023/12/07 17:22:44 336936	INFO [yolo_common.cpp->yolov4_detection_staff:1008]	BasePersonDetection:detect entered.camID:0instanceID:0
